Código de Acesso,F0101,F0102,F0103,F0104,F0201,Cor0202,F0203,Cor0204,F0205,Cor0206,F0207,Cor0208,Cor0209Outro,L0210 (não likert),F0299 - Explicação Tempo,Q0401,Q0402,Q0403,T0404,Q0405,Q0406,Q0407,T0408,Q0409,Q0410,Q0411,T0412,Q0413,Q0414,Q0415,T0498,T0499 - Explicação Tempo,P01,T01,P02,T02,P03,T03,P05,T05,P09,T09,P12,T12,P15,T15,PTempoTotal,PTempoTotalExpl,QtdComida,QtdPessoas,QtdSom,GameTempoTotal,QtdDormir,QtdHorasDormi,QtdHorasSono,Acordar,F0705,F0706,F0707,F0708,F0709,F0710,F0711,F0712,F0713,F1101,F1102,F1103,F1104,F1105,Tempo1106,F1107,Tempo1108,F1109,Tempo1110,F1111,Tempo1112,TempoTotal11,T1199Expl,Q1201,Q1202,Q1203,T1204,T1205Expl,Q1206,Q1207,Q1208,Q1209,T1210Expl,P04,P08,P10,P12.1,P02.1,P03.1,P07,P09.1,P13,T04,T08,T10,T12.1,T02.1,T03.1,T07,T09.1,T13,TempoTotal,TempoTotalExpl,Data/Hora Último,Target1,Target2,Target3
I3TAO64HVFP7,3,0,0.4117647058823529,4,7,FFFFFF,8,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,5,,16,0,3,45.515,12,0,2,31.932,14,0,3,57.614,42,0,8,135.061,,2.0,3.117,1.0,11.649,2.0,31.081,2.0,11.666,1.0,13.166,1.0,7.699,2.0,9.283,87.661,,1,0,1,19.316,1,2,2,3,4,1,2,3,2,3,2,4,3,3,3.679,2,5.062,0,3.977,2,4.482,3,7.928,0,9.669,34.797,,2.0,0.0,24.0,52.096,,2.0,0.0,24.0,143.993,,1.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,7.5,10.916,16.183,11.617,9.232,14.866,9.78,10.233,7.866,125.344,,05/09/2025 11:07:15,50.0,76.19,51.429
49G3FWL0QVZR,1,0,0.4117647058823529,4,5,FFFFFF,11,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,5,,1,1,18,19.799,0,0,14,13.383,0,0,17,3.166,1,1,49,36.348,,3.0,20.232,3.0,13.703,4.0,18.55,4.0,18.266,4.0,3.433,3.0,5.467,4.0,11.199,90.85,,2,2,3,17.3,1,3,2,5,5,5,5,5,5,5,5,5,1,2,1.4,1,2.1,4,7.1,3,3.6,3,4.3,3,1.8,20.3,,0.0,0.0,24.0,73.487,,22.0,0.0,24.0,212.2,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.633,3.117,13.598,4.3,7.367,9.887,60.32,16.9,20.954,173.405,,05/09/2025 11:05:24,11.538,19.048,57.143
5GICME6M6BCS,1,0,0.35294117647058826,4,4,FFFFFF,8,FFFFFF,0,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,,1,2,18,16.099,2,1,12,10.05,3,0,14,12.516,6,3,44,38.665,,1.0,5.767,2.0,12.833,4.0,14.166,1.0,3.95,4.0,5.05,4.0,8.566,2.0,15.949,66.281,,2,0,3,35.465,1,3,2,5,5,5,5,5,5,5,5,5,3,1,20.999,4,1.416,1,5.232,4,1.466,3,3.583,4,1.0,33.696,,0.0,0.0,24.0,74.746,,8.0,0.0,13.0,300.0,10.0,5.0,5.0,5.0,1.0,5.0,1.0,1.0,5.0,5.0,7.483,17.199,13.616,9.899,15.749,10.449,18.232,11.85,9.633,146.592,,05/09/2025 11:02:08,19.231,57.143,34.286
NV8C3LH1XRVH,0,0,0.4117647058823529,3,3,FDEFA7,8,FFFFFF,1,FFFFFF,413E2E,6A6A6A,000000,0,,0,0,19,10.066,0,0,14,6.7,1,2,16,24.432,1,2,49,41.198,,3.0,6.483,2.0,29.549,1.0,11.066,2.0,5.484,1.0,12.632,1.0,4.7,1.0,20.316,90.23,,2,1,1,47.165,2,3,2,3,4,2,2,2,3,2,3,2,3,0,7.3,0,3.2,1,4.9,0,1.9,4,2.5,1,4.1,23.9,,2.0,0.0,24.0,75.463,,5.0,0.0,24.0,172.608,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.4,4.366,17.116,6.833,9.383,7.117,10.75,10.8,5.1,105.645,,05/09/2025 10:59:08,46.154,61.905,34.286
PDXGR7370SY1,1,0,0.35294117647058826,2,1,FFFFFF,2,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,2,,8,1,11,47.68,9,0,5,32.915,7,0,10,27.099,24,1,26,107.694,,4.0,2.932,4.0,5.049,4.0,6.267,3.0,17.733,3.0,8.1,3.0,11.166,3.0,12.166,63.413,,2,1,1,17.383,2,3,2,3,4,2,5,4,3,4,4,5,2,4,4.831,3,3.266,2,4.05,2,6.164,3,7.963,2,1.382,27.656,,0.0,0.0,24.0,61.447,,6.0,0.0,24.0,144.66,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.283,4.167,4.2,5.8,6.683,6.617,6.282,8.682,7.183,85.33,,05/09/2025 10:57:33,15.385,19.048,51.429
D9IBR3XGSVIS,3,1,0.5882352941176471,2,2,FFFFFF,13,FFFFFF,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,,3,0,16,19.615,3,0,11,9.416,3,0,14,16.033,9,0,41,45.064,,2.0,10.716,3.0,24.358,1.0,8.116,1.0,6.25,3.0,18.015,1.0,13.983,1.0,5.109,86.547,,1,1,0,22.855,1,1,2,4,5,5,4,5,5,3,4,5,1,2,4.931,2,14.317,1,4.399,3,3.416,2,2.098,2,2.816,31.977,,0.0,0.0,24.0,70.36,,2.0,0.0,24.0,133.657,,5.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,5.8,1.9,5.3,8.049,2.05,5.049,10.183,12.79,12.015,83.352,,05/09/2025 10:32:44,46.154,33.333,42.857
T4ZS9RKG8W5L,1,1,0.5294117647058824,3,0,FFFFFF,0,FFFFFF,0,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,,0,0,19,5.783,3,0,11,10.766,3,0,14,13.749,6,0,44,30.298,,3.0,6.318,2.0,5.366,3.0,14.666,4.0,16.849,3.0,3.917,4.0,7.016,4.0,6.825,60.957,,2,1,1,14.55,1,3,2,5,5,5,5,5,5,5,5,5,3,3,4.733,4,2.015,2,1.699,4,1.965,3,6.248,3,1.482,18.142,,0.0,0.0,24.0,72.156,,18.0,0.0,16.0,300.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.5,3.018,3.49,2.65,2.616,3.133,3.45,5.683,3.6,48.971,,05/09/2025 10:27:53,11.538,9.524,57.143
EMJWQAWOGB78,3,1,0.5882352941176471,4,3,FFFFFF,13,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,5,,2,2,17,51.065,0,1,14,13.703,0,1,17,7.7,2,4,48,72.468,,1.0,5.767,2.0,3.984,2.0,18.582,2.0,7.637,1.0,6.834,1.0,13.715,1.0,7.516,64.035,,1,0,1,14.649,1,1,3,1,1,2,1,3,2,3,3,2,3,1,8.481,1,2.199,1,2.082,0,2.283,1,14.265,0,6.95,36.26,,1.0,0.0,24.0,90.217,,9.0,0.0,17.0,300.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.936,5.333,6.25,4.984,6.217,34.019,6.234,5.9,5.517,104.768,,05/09/2025 10:25:10,76.923,71.429,37.143
14EPUKHM4VWY,3,0,0.5294117647058824,3,3,FFFFFF,2,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,,3,0,16,16.715,3,0,11,8.983,2,1,15,14.683,8,1,42,40.381,,3.0,22.865,3.0,6.283,4.0,11.099,4.0,8.134,3.0,13.199,4.0,3.7,3.0,4.732,70.012,,3,1,1,18.933,2,1,2,3,4,4,4,4,4,4,4,4,2,2,8.567,3,3.449,3,2.05,3,2.365,4,2.415,2,2.066,20.912,,1.0,0.0,24.0,62.664,,2.0,0.0,24.0,110.294,,5.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,4.35,6.816,9.166,9.15,7.116,3.583,3.801,14.582,3.417,83.363,,05/09/2025 10:23:25,19.231,28.571,85.714
EKZWA6AK3XBJ,3,1,0.5882352941176471,3,2,FFFFFF,3,FFFFFF,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,,3,0,16,17.113,3,0,11,8.233,3,0,14,7.767,9,0,41,33.113,,2.0,11.15,3.0,12.683,2.0,12.733,2.0,12.182,1.0,7.75,1.0,9.466,1.0,9.033,74.997,,1,0,1,25.149,1,1,3,3,3,1,3,1,3,3,3,1,3,1,6.262,2,8.565,1,5.53,2,8.545,2,6.749,1,1.852,37.503,,0.0,0.0,24.0,70.297,,1.0,0.0,24.0,139.211,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.616,6.616,10.9,10.433,4.383,8.283,18.65,8.266,9.8,105.395,,05/09/2025 10:14:37,73.077,76.19,40.0
ZHLNSZ08EOLG,4,1,0.5882352941176471,0,0,FFFFFF,0,FFFFFF,0,FFFFFF,FFFFFF,FFFFFF,FFFFFF,1,,0,0,19,4.983,0,0,14,4.799,0,0,17,1.7,0,0,50,11.482,,-1.0,-1.0,-1.0,-1.0,4.0,2.066,3.0,12.2,2.0,26.475,-1.0,-1.0,1.0,18.366,56.107,0.0,1,1,0,13.433,1,1,2,4,3,4,5,1,5,2,4,4,1,0,1.183,2,7.144,2,1.465,2,1.294,3,0.414,4,0.397,11.897,,14.0,0.0,24.0,211.956,,17.0,0.0,0.0,300.0,11.0,1.0,5.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,1.449,8.798,2.533,1.6,2.0,2.315,2.415,2.5,3.133,49.781,,05/09/2025 10:10:54,23.077,19.048,51.429
4VAENHG4BD15,3,1,0.5294117647058824,4,0,FFFFFF,6,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,,4,5,15,27.732,5,6,9,21.833,4,6,13,20.232,13,17,37,69.797,,3.0,7.366,2.0,4.116,3.0,12.35,4.0,1.6,2.0,29.949,4.0,4.866,3.0,1.617,61.864,,1,1,0,19.066,1,1,3,1,5,5,5,5,5,5,5,5,5,4,5.748,4,3.214,4,4.097,0,3.431,4,2.778,4,1.298,20.566,,,,,,,,,,,,1.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,1.534,1.85,3.532,1.816,3.299,2.466,2.416,3.416,5.2,49.98,,05/09/2025 10:05:58,73.3,100.0,88.1
TL6LQ0995YLJ,0,1,0.5294117647058824,5,0,FFFFFF,3,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,,15,1,4,49.331,13,0,1,39.614,12,0,5,35.999,40,1,10,124.944,,3.0,5.734,1.0,33.781,2.0,5.383,1.0,29.082,1.0,2.317,1.0,7.567,3.0,18.347,102.211,,2,1,1,25.033,1,1,2,1,3,1,2,2,3,3,4,1,3,0,12.273,1,7.329,1,2.981,0,2.732,1,2.482,2,5.515,33.312,,0.0,0.0,24.0,73.404,,0.0,0.0,24.0,116.945,,5.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,9.783,6.325,8.682,6.234,6.35,5.5,8.459,5.216,6.267,87.546,,05/09/2025 10:01:51,61.538,57.143,25.714
6RUP0RTCMKVT,3,1,0.5882352941176471,3,0,FFFFFF,13,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,5,,1,0,18,10.216,0,1,14,13.316,0,1,17,8.2,1,2,49,31.732,,4.0,23.832,4.0,16.717,4.0,3.417,2.0,7.966,4.0,2.35,4.0,3.483,4.0,52.347,110.112,,2,1,2,17.982,2,3,2,5,5,5,5,5,5,5,5,5,1,4,2.416,4,2.083,3,2.148,3,1.3,3,2.683,2,0.698,11.328,,0.0,0.0,24.0,121.977,,13.0,0.0,8.0,300.0,0.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,9.383,4.399,6.8,7.183,7.583,5.883,3.949,4.25,7.65,80.679,,05/09/2025 09:55:47,3.846,19.048,94.286
5L03MHHBWFNX,3,0,0.4117647058823529,2,5,D18831,8,FFFFFF,2,CD0000,4A0000,EEECE9,0C0B0A,5,,19,34,0,58.58,14,39,0,43.065,17,35,0,39.948,50,108,0,141.593,,4.0,100.478,3.0,11.981,4.0,11.633,4.0,64.58,3.0,4.1,4.0,3.433,3.0,6.883,203.088,,2,1,3,29.083,2,3,2,5,5,5,5,5,5,5,5,5,1,1,3.8,4,2.4,4,1.8,3,5.4,4,1.9,3,5.8,21.1,,0.0,0.0,24.0,59.697,,6.0,0.0,24.0,141.744,,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,4.649,5.233,6.182,6.299,9.483,7.367,5.184,6.583,5.583,85.98,,04/09/2025 12:13:03,11.538,9.524,85.714
SHBU3RNOQF0X,4,0,0.47058823529411764,1,2,552D2D,5,000000,0,FFFFFF,FFFFFF,FFFFFF,616161,2,,17,1,2,47.848,13,3,1,39.948,13,0,4,36.066,43,4,7,123.862,,4.0,0.866,4.0,1.433,4.0,11.017,4.0,26.382,4.0,3.616,3.0,4.134,4.0,5.183,52.631,,2,2,3,31.782,2,3,2,5,5,5,5,5,5,5,5,5,1,4,4.1,4,1.7,4,2.3,3,3.7,4,2.8,4,1.8,16.4,,1.0,0.0,24.0,44.898,,1.0,0.0,24.0,75.364,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.284,13.482,9.25,6.733,7.8,6.883,6.366,9.383,3.066,103.68,,04/09/2025 12:03:13,38.462,42.857,80.0
31TGZRXJBNMM,0,0,0.4117647058823529,3,3,FFE894,8,9DA900,2,FF0000,18E6BE,1C312D,FF0000,6,,0,2,19,6.814,2,2,12,7.75,0,0,17,1.866,2,4,48,16.43,,3.0,8.499,2.0,15.816,4.0,8.216,4.0,5.833,4.0,14.333,3.0,7.683,3.0,16.132,76.512,,2,1,3,14.75,2,3,2,5,5,5,4,5,5,5,4,5,1,4,1.766,4,1.167,3,3.383,4,2.851,3,1.75,3,5.349,16.266,,1.0,0.0,24.0,63.281,,16.0,0.0,24.0,167.608,,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,4.217,2.734,19.966,9.116,7.667,13.7,5.4,6.883,9.617,116.994,,04/09/2025 11:53:37,11.538,38.095,85.714
1JHDWUDSU7J5,1,1,0.4117647058823529,5,0,FFFFFF,0,FFFFFF,0,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,,2,3,17,19.016,2,2,12,9.983,1,0,16,9.2,5,5,45,38.199,,2.0,10.415,1.0,12.934,2.0,4.399,2.0,2.649,4.0,2.766,1.0,0.884,4.0,17.699,51.746,,3,0,0,13.35,3,4,3,1,2,1,1,1,1,1,1,1,3,1,3.6,2,4.3,0,2.2,0,2.9,0,2.8,1,3.3,19.1,,1.0,0.0,24.0,69.964,,2.0,0.0,24.0,208.373,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.601,5.716,4.084,6.666,2.949,6.216,5.884,6.834,5.617,73.364,,04/09/2025 11:52:36,61.538,66.667,17.143
CLI9QKN1VE3F,1,1,0.5882352941176471,4,3,FFFFFF,3,FFFFFF,0,FFFFFF,FFFFFF,FFFFFF,FFFFFF,5,,14,27,5,54.165,9,27,5,45.081,11,25,6,41.815,34,79,16,141.061,,2.0,10.616,2.0,13.233,2.0,8.416,3.0,20.366,2.0,12.149,4.0,9.217,4.0,8.999,82.996,,2,1,1,30.116,2,1,2,3,3,2,2,3,3,5,2,3,2,1,5.8,2,6.0,2,3.1,1,5.9,2,3.5,2,3.7,28.0,,1.0,0.0,24.0,75.863,,1.0,0.0,24.0,122.145,,5.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,5.0,7.449,6.43,9.932,6.799,7.383,9.782,8.933,9.216,10.417,105.178,,04/09/2025 11:48:30,65.385,57.143,48.571
OGEWHID8VM65,3,1,0.5294117647058824,2,2,FFFFFF,10,940000,1,FFFFFF,880E0E,C94040,DD0000,5,,0,0,19,10.216,4,15,10,46.397,6,6,11,22.516,10,21,40,79.129,,3.0,4.551,1.0,5.033,2.0,6.966,1.0,36.732,2.0,49.28,3.0,2.8,2.0,12.833,118.195,,2,1,1,30.316,1,3,2,4,1,5,5,5,5,5,5,5,1,2,2.6,4,2.9,4,2.9,4,1.3,2,5.5,4,5.0,20.2,,0.0,0.0,24.0,120.979,,7.0,0.0,12.0,300.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.851,6.384,4.933,3.234,6.316,5.1,5.883,3.883,4.9,70.763,,04/09/2025 11:43:56,0.0,0.0,80.0
HN387ADUJNJR,3,1,0.4117647058823529,2,0,FFFFFF,3,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,,13,4,6,75.733,6,7,8,52.299,3,0,14,19.399,22,11,28,147.431,,2.0,6.046,1.0,25.525,2.0,13.52,1.0,34.132,1.0,10.869,4.0,11.374,1.0,12.355,113.821,,1,1,1,31.12,2,1,2,1,3,2,3,2,4,3,1,3,1,1,16.297,4,5.6,2,12.9,4,2.5,1,12.5,1,9.0,58.797,,0.0,0.0,24.0,120.748,,9.0,0.0,9.0,300.0,10.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,7.916,9.033,4.383,3.934,32.214,7.15,9.1,25.499,3.7,129.943,,04/09/2025 11:34:14,53.846,71.429,74.286
A1YW7V7SZVB6,3,0,0.5294117647058824,2,3,FFFFFF,8,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,,3,0,16,9.699,3,0,11,6.499,3,0,14,5.534,9,0,41,21.732,,4.0,8.316,3.0,13.967,2.0,6.833,4.0,16.183,4.0,8.766,4.0,7.5,4.0,9.632,71.197,,2,2,3,35.065,1,3,1,5,5,5,4,5,5,5,5,5,1,4,7.6,4,2.8,4,4.8,4,1.6,4,2.6,4,1.8,21.2,,0.0,0.0,24.0,67.631,,1.0,0.0,24.0,140.91,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.116,7.083,6.45,6.867,8.3,9.517,6.85,8.05,4.684,94.496,,04/09/2025 11:31:25,0.0,4.762,100.0
REYZNQQCAUTW,1,1,0.4117647058823529,2,2,FFFFFF,13,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,,0,3,19,20.85,3,1,11,26.648,2,1,15,17.299,5,5,45,64.797,,3.0,17.833,3.0,15.749,2.0,16.183,3.0,14.416,4.0,165.758,3.0,15.599,1.0,15.016,260.554,,1,1,0,27.583,1,3,2,4,3,5,3,2,3,2,1,4,1,3,0.3,3,0.8,2,0.5,3,1.2,2,0.8,3,0.9,4.5,,0.0,0.0,24.0,83.046,,0.0,0.0,24.0,148.309,,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,5.966,4.517,8.464,7.817,6.816,6.016,7.233,7.834,9.782,88.912,,04/09/2025 11:27:18,11.538,19.048,62.857
U1B5RA8G85XX,1,0,0.5882352941176471,2,0,FFFFFF,5,FFFFFF,0,FFFFFF,FFFFFF,FFFFFF,FFFFFF,5,,0,0,19,3.0,0,2,14,5.183,1,0,16,2.816,1,2,49,10.999,,3.0,2.8,1.0,0.816,3.0,7.683,3.0,12.549,3.0,0.784,2.0,1.7,3.0,4.633,30.965,,3,1,3,16.483,1,1,3,4,5,5,5,1,5,2,5,2,2,3,0.667,3,0.65,4,0.566,3,1.45,4,0.967,3,0.35,4.65,,2.0,0.0,24.0,52.38,,6.0,0.0,24.0,163.959,,5.0,5.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,3.751,2.649,8.116,3.051,2.75,2.516,3.916,4.384,4.067,57.512,,04/09/2025 11:26:58,7.692,0.0,91.429
EO6RSRKFS4D8,3,1,0.35294117647058826,3,3,A4744E,13,5C4430,2,046198,464D51,0E1112,07202F,5,,6,15,13,29.211,5,13,9,25.476,7,13,10,31.085,18,41,32,85.772,,4.0,7.589,3.0,6.992,4.0,15.621,4.0,7.441,4.0,22.094,4.0,6.378,3.0,12.179,78.294,,1,1,0,30.24,2,3,2,5,4,4,4,5,5,5,4,5,1,3,11.6,3,4.4,3,4.5,4,5.0,3,5.0,3,33.055,63.555,,0.0,0.0,24.0,88.614,,1.0,0.0,24.0,165.28,,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,16.433,6.997,11.34,8.275,12.921,9.992,10.684,17.069,11.557,152.714,,04/09/2025 11:24:23,26.923,23.81,80.0
N91112N897RB,3,1,0.35294117647058826,1,3,FFFFFF,13,FFFFFF,0,FFFFFF,FFFFFF,F61313,ED32D5,5,,2,1,17,33.587,3,0,11,13.405,3,0,14,14.826,8,1,42,61.818,,2.0,29.339,3.0,11.391,4.0,5.31,3.0,5.644,3.0,27.005,3.0,12.243,4.0,5.207,96.139,,2,1,1,24.917,2,3,2,5,4,3,5,4,5,4,5,5,1,4,17.1,3,3.5,3,6.0,4,5.7,3,4.8,3,5.4,42.5,,0.0,0.0,24.0,92.029,,1.0,0.0,24.0,117.219,,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,4.463,6.398,6.926,7.06,6.677,8.49,11.187,6.429,7.228,90.979,,04/09/2025 11:23:15,19.231,33.333,74.286
BAPL8OBBSJ3L,1,1,0.35294117647058826,3,2,FFFFFF,10,FFFFFF,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,,17,7,2,45.147,13,1,1,40.132,10,2,7,29.382,40,10,10,114.661,,2.0,4.584,1.0,7.599,2.0,1.75,2.0,15.616,2.0,9.266,1.0,10.183,1.0,3.834,52.832,,1,1,1,16.633,3,2,2,2,2,1,2,1,3,2,2,2,5,1,3.9,1,2.1,1,1.8,1,0.7,1,2.7,2,2.7,13.9,,1.0,0.0,24.0,55.712,,13.0,0.0,24.0,164.827,,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4.567,6.883,2.8,5.034,5.017,3.034,7.25,8.933,3.566,71.563,,04/09/2025 11:10:59,46.154,57.143,48.571
3R15IUACOKW1,5,1,0.4117647058823529,2,2,FFFFFF,6,FFFFFF,0,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,,2,1,17,12.85,2,1,12,14.933,3,0,14,15.067,7,2,43,42.85,,1.0,22.866,2.0,21.95,1.0,9.233,4.0,4.2,1.0,23.333,1.0,20.416,2.0,2.316,104.314,,1,0,1,13.733,1,1,2,1,3,3,3,2,4,3,2,3,3,1,12.614,0,3.098,1,3.366,2,3.364,2,3.733,2,6.668,32.843,,2.0,0.0,24.0,72.93,,5.0,0.0,24.0,145.328,,1.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,9.683,7.618,7.717,5.633,8.85,6.683,8.416,4.117,4.649,92.43,,04/09/2025 11:03:09,76.923,38.095,8.571
UQKHUB89XQX3,1,1,0.4117647058823529,2,0,FFFFFF,0,FFFFFF,0,FFFFFF,FFFFFF,FFFFFF,FFFFFF,0,,3,0,16,14.799,1,2,13,19.149,2,1,15,7.783,6,3,44,41.731,,2.0,15.232,1.0,21.565,2.0,9.949,4.0,8.201,3.0,14.432,3.0,6.782,1.0,12.917,89.078,,2,2,1,21.316,2,1,3,3,4,2,1,1,3,2,3,2,3,1,6.216,2,5.4,1,6.715,1,1.984,1,1.867,2,2.767,24.949,,0.0,0.0,24.0,97.629,,1.0,0.0,24.0,173.524,,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,10.134,6.85,6.451,4.867,6.416,13.932,6.682,10.866,8.083,98.162,,04/09/2025 11:02:50,42.308,52.381,34.286
