F0101,F0102,F0103,F0104,F0201,Cor0202,F0203,Cor0204,F0205,Cor0206,F0207,Cor0208,Cor0209Outro,L0210_no_likert,Q0401,Q0402,Q0403,T0404,Q0405,Q0406,Q0407,T0408,Q0409,Q0410,Q0411,T0412,Q0413,Q0414,Q0415,T0498,P01,T01,P02,T02,P03,T03,P05,T05,P09,T09,P12,T12,P15,T15,PTempoTotal,QtdComida,QtdPessoas,QtdSom,GameTempoTotal,QtdDormir,QtdHorasDormi,QtdHorasSono,Acordar,F0705,F0706,F0707,F0708,F0709,F0710,F0711,F0712,F0713,F1101,F1102,F1103,F1104,F1105,Tempo1106,F1107,Tempo1108,F1109,Tempo1110,F1111,Tempo1112,TempoTotal11,Q1201,Q1202,Q1203,T1204,Q1206,Q1207,Q1208,Q1209,P04,P08,P10,P12.1,P02.1,P03.1,P07,P09.1,P13,T04,T08,T10,T12.1,T02.1,T03.1,T07,T09.1,T13,TempoTotal,Target1,Target2,Target3,cluster,Target1_Previsto,Target2_Previsto,Target3_Previsto,L0210 (não likert),Cor0202_3E3200,Cor0202_552D2D,Cor0202_5E3131,Cor0202_746F7F,Cor0202_947907,Cor0202_A4744E,Cor0202_B66B39,Cor0202_BE845A,Cor0202_BEB0B0,Cor0202_C09360,Cor0202_CB869F,Cor0202_CDBC25,Cor0202_D18831,Cor0202_D1AA85,Cor0202_D7A166,Cor0202_D8995B,Cor0202_DEC29E,Cor0202_E5D29D,Cor0202_E8D393,Cor0202_EBA663,Cor0202_EBEBEB,Cor0202_EED284,Cor0202_EEDF7E,Cor0202_F0CF85,Cor0202_F0F0AB,Cor0202_F2C4A6,Cor0202_F3D080,Cor0202_F5DD94,Cor0202_F6D175,Cor0202_FACA7D,Cor0202_FDEAED,Cor0202_FDEFA7,Cor0202_FFC394,Cor0202_FFC6A1,Cor0202_FFDD94,Cor0202_FFDD9A,Cor0202_FFDDA4,Cor0202_FFE2BE,Cor0202_FFE4A1,Cor0202_FFE4B5,Cor0202_FFE894,Cor0202_FFE8A1,Cor0202_FFFFFF,Cor0204_000000,Cor0204_0036FF,Cor0204_020000,Cor0204_0806F5,Cor0204_0E0E0E,Cor0204_0F0D0D,Cor0204_151512,Cor0204_191111,Cor0204_1C0808,Cor0204_1C160F,Cor0204_1D1706,Cor0204_230000,Cor0204_292929,Cor0204_2F200F,Cor0204_3C1301,Cor0204_4F4545,Cor0204_575757,Cor0204_5B2600,Cor0204_5B3E00,Cor0204_5B5B5B,Cor0204_5C4430,Cor0204_614121,Cor0204_623300,Cor0204_645C86,Cor0204_704B26,Cor0204_7E520A,Cor0204_7E6832,Cor0204_7F0D0D,Cor0204_7F6021,Cor0204_940000,Cor0204_9DA900,Cor0204_BE7237,Cor0204_CFFFE2,Cor0204_D52121,Cor0204_DD6EDC,Cor0204_E3A200,Cor0204_F0D45F,Cor0204_F5DC47,Cor0204_FFFFFF,Cor0206_0044FF,Cor0206_046198,Cor0206_319EB9,Cor0206_34311E,Cor0206_41641F,Cor0206_5F7568,Cor0206_66E5D5,Cor0206_695AA3,Cor0206_7E63EB,Cor0206_8F8678,Cor0206_A01810,Cor0206_A673C4,Cor0206_A80003,Cor0206_AEAEAE,Cor0206_C980FF,Cor0206_CB2027,Cor0206_CD0000,Cor0206_EDA04A,Cor0206_FF0000,Cor0206_FF0808,Cor0206_FFFFFF,F0207_000000,F0207_0023FF,F0207_020304,F0207_0E0E11,F0207_13162B,F0207_18E6BE,F0207_393737,F0207_413E2E,F0207_441D12,F0207_464D51,F0207_4A0000,F0207_4B4054,F0207_4C4C4C,F0207_4FCBFA,F0207_643400,F0207_653000,F0207_6C431B,F0207_776700,F0207_7F8789,F0207_810000,F0207_818181,F0207_880E0E,F0207_8C999C,F0207_907300,F0207_A7A7A7,F0207_B59A51,F0207_C39533,F0207_D17410,F0207_EBA3EE,F0207_FFFFFF,Cor0208_000000,Cor0208_074588,Cor0208_0E1112,Cor0208_126346,Cor0208_130E5B,Cor0208_1C312D,Cor0208_1F1F11,Cor0208_2010D1,Cor0208_210F0E,Cor0208_2200E5,Cor0208_242424,Cor0208_252525,Cor0208_262626,Cor0208_3154D1,Cor0208_36CEB5,Cor0208_3B3B3B,Cor0208_3C3C3C,Cor0208_4175F6,Cor0208_44423D,Cor0208_467174,Cor0208_479E93,Cor0208_526B7A,Cor0208_64451F,Cor0208_6A6A6A,Cor0208_7F7F7F,Cor0208_831BAC,Cor0208_B1EAF8,Cor0208_B513F6,Cor0208_C94040,Cor0208_CB5DD0,Cor0208_D19AE4,Cor0208_D9D9D9,Cor0208_EEECE9,Cor0208_F61313,Cor0208_FEF800,Cor0208_FFFFFF,Cor0209Outro_000000,Cor0209Outro_00FFF2,Cor0209Outro_010100,Cor0209Outro_070303,Cor0209Outro_07202F,Cor0209Outro_0C0B0A,Cor0209Outro_0FC1B4,Cor0209Outro_19252D,Cor0209Outro_2000FF,Cor0209Outro_212121,Cor0209Outro_2F2F2F,Cor0209Outro_3648CE,Cor0209Outro_474747,Cor0209Outro_4A4B4C,Cor0209Outro_5678CD,Cor0209Outro_616161,Cor0209Outro_63EB8F,Cor0209Outro_6E5B9C,Cor0209Outro_746646,Cor0209Outro_9200C7,Cor0209Outro_937600,Cor0209Outro_A70909,Cor0209Outro_AB4848,Cor0209Outro_B500FF,Cor0209Outro_C9C1B5,Cor0209Outro_D131CD,Cor0209Outro_D820F6,Cor0209Outro_DD0000,Cor0209Outro_E1E812,Cor0209Outro_E719F0,Cor0209Outro_EBCFFF,Cor0209Outro_ED2B50,Cor0209Outro_ED32D5,Cor0209Outro_F00CE9,Cor0209Outro_F092EF,Cor0209Outro_F2F2F2,Cor0209Outro_FEA700,Cor0209Outro_FEFEFE,Cor0209Outro_FF0000,Cor0209Outro_FFFFFF
0,0,0.58823529411765,4,7,FFFFFF,1,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,5,3.0,0.0,-66.0,9.45,3.0,0.0,-49.0,7.649,3.0,0.0,-40.0,7.116,9,0,-155,24.215,2.0,2.614,1.0,8.605,2,15.803,2.0,12.805,3.0,18.728,4,14.379,3.0,23.025,95.959,3.0,1.0,1.0,15.501,2,1,3,1,2,2,2,1,1,1,2,1,4,1.0,7.695,1.0,5.499,0.0,6.798,0.0,3.298,1.0,8.094,1.0,4.098,35.482,0.0,0.0,24.0,61.614,1.0,0.0,24.0,97.146,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.216,8.383,5.884,5.183,12.416,11.083,13.582,7.701,25.049,128.96,76.923,80.952,51.429,0,56.01229000000006,77.53573,32.96463750000001,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,3,0.41176470588235,0,3,FFFFFF,5,FFFFFF,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,5,0.0,0.0,19.0,15.699,0.0,1.0,14.0,18.232,0.0,2.0,17.0,6.683,0,3,50,40.614,4.0,29.466,3.0,54.78,3,12.233,4.0,66.297,3.0,32.215,4,23.199,3.0,19.565,237.755,2.0,1.0,1.0,50.498,2,3,2,5,5,5,5,5,5,5,5,5,1,4.0,8.949,4.0,3.182,4.0,0.867,3.0,9.166,4.0,2.167,4.0,1.933,26.264,5.0,0.0,24.0,150.108,21.0,0.0,0.0,300.0,,,,,,,,,,,,,,,,,,,,0.0,28.6,95.2,0,19.067952500000047,32.45232250000005,81.76559749999996,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,0.29411764705882,1,2,D3AC5E,3,88724B,1,FFFFFF,455DA3,4158CE,414ACE,0,3.0,0.0,16.0,14.899,0.0,3.0,14.0,13.366,3.0,0.0,14.0,10.883,6,3,44,39.148,2.0,7.233,3.0,9.833,2,7.616,2.0,28.849,3.0,8.133,4,10.999,1.0,9.733,82.396,2.0,1.0,1.0,29.832,1,4,2,3,4,2,3,3,5,3,4,4,2,2.0,7.065,2.0,3.864,2.0,5.33,4.0,22.113,2.0,5.277,2.0,9.58,53.229,1.0,0.0,24.0,83.563,19.0,0.0,1.0,300.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,5.783,9.417,5.883,6.45,7.5,8.816,6.733,11.366,4.833,95.978,19.231,71.429,48.571,0,32.07742250000003,44.77372749999999,58.7938475,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0.35294117647059,2,1,FFFFFF,2,FFFFFF,2,FFFFFF,FFFFFF,FFFFFF,FFFFFF,2,8.0,1.0,11.0,47.68,9.0,0.0,5.0,32.915,7.0,0.0,10.0,27.099,24,1,26,107.694,4.0,2.932,4.0,5.049,4,6.267,3.0,17.733,3.0,8.1,3,11.166,3.0,12.166,63.413,2.0,1.0,1.0,17.383,2,3,2,3,4,2,5,4,3,4,4,5,2,4.0,4.831,3.0,3.266,2.0,4.05,2.0,6.164,3.0,7.963,2.0,1.382,27.656,0.0,0.0,24.0,61.447,6.0,0.0,24.0,144.66,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.283,4.167,4.2,5.8,6.683,6.617,6.282,8.682,7.183,85.33,15.385,19.048,51.429,0,25.09998999999998,45.606704999999984,64.853385,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,0,0.47058823529412,2,5,FBDD92,8,D1B22C,1,FFFFFF,FFFFFF,FFFFFF,FFFFFF,5,14.0,1.0,5.0,104.245,7.0,4.0,7.0,0.0,0.0,0.0,17.0,0.0,21,5,29,104.245,4.0,16.449,3.0,34.865,1,12.466,4.0,21.633,4.0,12.199,4,16.649,4.0,12.883,127.144,3.0,1.0,2.0,30.013,1,3,2,5,5,5,5,5,1,5,5,5,1,4.0,13.6,4.0,15.9,4.0,8.2,1.0,22.6,4.0,14.4,1.0,14.2,88.9,0.0,0.0,24.0,73.68,1.0,0.0,24.0,144.627,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,3.93,5.468,12.25,4.482,3.498,6.401,6.783,5.265,6.065,77.163,38.462,23.81,91.429,0,31.05627499999991,56.380487499999965,84.44290749999999,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3,0,0.41176470588235,4,3,F6D592,7,594C32,2,FFFFFF,FFFFFF,FFFFFF,070704,0,18.0,1.0,1.0,66.514,11.0,0.0,3.0,49.347,11.0,0.0,6.0,0.0,40,1,10,115.861,3.0,1.45,4.0,17.149,3,16.082,2.0,4.051,3.0,11.099,3,9.517,2.0,4.445,63.793,2.0,1.0,0.0,31.032,1,3,2,4,3,4,3,4,4,4,2,2,1,1.0,7.383,2.0,4.188,2.0,10.7,3.0,2.143,2.0,2.254,2.0,5.699,32.367,1.0,0.0,24.0,54.631,5.0,0.0,24.0,116.295,5.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,5.067,3.65,7.15,4.283,5.017,7.982,5.833,6.115,7.967,73.217,23.077,33.333,60.0,0,35.51562749999997,45.00005249999994,50.64411249999999,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
